,positions,eventName,goal,assist,key_pass,left_foot,right_foot
263,"[{'y': 44, 'x': 64}, {'y': 71, 'x': 80}]",Pass,False,False,False,False,False
264,"[{'y': 67, 'x': 70}, {'y': 100, 'x': 100}]",Pass,False,False,False,False,False
265,"[{'y': 70, 'x': 55}, {'y': 98, 'x': 63}]",Pass,False,False,False,False,False
266,"[{'y': 58, 'x': 68}, {'y': 94, 'x': 80}]",Pass,False,False,False,False,False
267,"[{'y': 55, 'x': 66}, {'y': 36, 'x': 71}]",Pass,False,False,False,False,False
268,"[{'y': 39, 'x': 72}, {'y': 100, 'x': 100}]",Free Kick,False,False,False,True,False
269,"[{'y': 50, 'x': 78}, {'y': 100, 'x': 100}]",Shot,False,False,False,True,False
270,"[{'y': 51, 'x': 68}, {'y': 36, 'x': 69}]",Pass,False,False,False,False,False
271,"[{'y': 69, 'x': 53}, {'y': 60, 'x': 69}]",Others on the ball,False,False,False,False,False
272,"[{'y': 60, 'x': 69}, {'y': 75, 'x': 82}]",Pass,False,False,False,False,False
273,"[{'y': 100, 'x': 100}, {'y': 68, 'x': 96}]",Free Kick,False,False,False,False,False
274,"[{'y': 80, 'x': 79}, {'y': 100, 'x': 100}]",Pass,False,False,False,False,False
275,"[{'y': 66, 'x': 71}, {'y': 76, 'x': 83}]",Pass,False,False,False,False,False
276,"[{'y': 65, 'x': 56}, {'y': 95, 'x': 70}]",Pass,False,False,False,False,False
277,"[{'y': 94, 'x': 65}, {'y': 78, 'x': 55}]",Pass,False,False,False,False,False
278,"[{'y': 80, 'x': 53}, {'y': 74, 'x': 65}]",Pass,False,False,False,False,False
